Date,CONS,NGDP,MONEY,PRICE,SHORT,LONG,URATE,WAGE,INVEST
2008-10-01,200484000000.00000,316200000000.000000,1133000000000.000000,85.81379150220570,5.06000000000000,4.79056385300000,4.44138176666667,911.100000000000,96307000000.000000
2009-01-01,201363000000.00000,316242000000.000000,1143500000000.000000,85.90666357093100,3.35333333333333,4.22215909100000,5.30917356666667,915.800000000000,93474000000.000000
2009-04-01,204477000000.00000,312366000000.000000,1180400000000.000000,86.27815184583240,3.16000000000000,5.02431746033333,5.72938633333333,922.900000000000,92949000000.000000
2009-07-01,205357000000.00000,313674000000.000000,1185500000000.000000,87.11400046436030,3.27000000000000,5.44823748366667,5.67880103333333,939.700000000000,93339000000.000000
2009-10-01,207768000000.00000,320110000000.000000,1180200000000.000000,87.57836080798700,3.95333333333333,5.46333333333333,5.55817783333333,956.400000000000,98151000000.000000
2010-01-01,208608000000.00000,327127000000.000000,1211100000000.000000,88.41420942651500,4.23000000000000,5.55166666666667,5.33200653333333,968.300000000000,97908000000.000000
2010-04-01,211461000000.00000,339376000000.000000,1233300000000.000000,88.97144183886700,4.75000000000000,5.53416666666667,5.29087976666667,981.300000000000,97825000000.000000
2010-07-01,213463000000.00000,344323000000.000000,1261300000000.000000,89.62154631994430,4.80000000000000,5.03916666666667,5.12028740000000,978.500000000000,98452000000.000000
2010-10-01,215921000000.00000,350475000000.000000,1303900000000.000000,89.99303459484560,4.95333333333333,5.33916666666667,5.09118803333333,997.500000000000,98451000000.000000
2011-01-01,217569000000.00000,356059000000.000000,1335300000000.000000,91.29324355700020,4.93333333333333,5.52166666666667,4.97108373333333,1006.100000000000,102234000000.000000
2011-04-01,219445000000.00000,365832000000.000000,1345000000000.000000,92.12909217552820,4.96333333333333,5.33250000000000,4.96264546666667,1019.300000000000,102026000000.000000
2011-07-01,220855000000.00000,372494000000.000000,1385000000000.000000,92.68632458788020,4.87666666666667,4.57166666666667,5.18893056666667,1024.500000000000,109342000000.000000
2011-10-01,221572000000.00000,372358000000.000000,1409100000000.000000,92.68632458788020,4.62000000000000,4.09250000000000,5.20631633333333,1035.100000000000,108973000000.000000
2012-01-01,224446000000.00000,373848000000.000000,1435600000000.000000,92.77919665660550,4.40666666666667,3.97166666666667,5.14593446666667,1050.200000000000,112732000000.000000
2012-04-01,225283000000.00000,379498000000.000000,1468300000000.000000,93.24355700023220,3.78333333333333,3.37666666666667,5.11835846666667,1053.200000000000,116396000000.000000
2012-07-01,225895000000.00000,380173000000.000000,1490500000000.000000,94.54376596238680,3.55333333333333,3.05583333333333,5.26981340000000,1067.25,116545000000.000000
2012-10-01,226227000000.00000,381351000000.000000,1511700000000.000000,94.72951009983750,3.17000000000000,3.11250000000000,5.36865546666667,1081.300000000000,116849000000.000000
2013-01-01,227601000000.00000,385568000000.000000,1534900000000.000000,95.10099837473880,3.00000000000000,3.46916666666667,5.48128133333333,1093.15,114544000000.000000
2013-04-01,228217000000.00000,389497000000.000000,1564700000000.000000,95.47248664964010,2.88000000000000,3.33666666666667,5.62945936666667,1105.000000000000,112944000000.000000
2013-07-01,230535000000.00000,393482000000.000000,1580300000000.000000,96.58695147434410,2.64666666666667,3.87000000000000,5.71917380000000,1109.6,114007000000.000000
2013-10-01,231894000000.00000,399303000000.000000,1617000000000.000000,97.32992802414670,2.59333333333333,4.11333333333333,5.84364463333333,1114.200000000000,113102000000.000000
2014-01-01,233270000000.00000,403773000000.000000,1639800000000.000000,97.88716043649870,2.63666666666667,4.13333333333333,5.90136566666667,1118.6,113275000000.000000
2014-04-01,234384000000.00000,402933000000.000000,1673400000000.000000,98.35152078012540,2.69000000000000,3.83666666666667,5.92369300000000,1123.000000000000,112382000000.000000
2014-07-01,236138000000.00000,402687000000.000000,1708100000000.000000,98.81588112375200,2.64666666666667,3.47666666666667,6.16344890000000,1125.85,110490000000.000000
2014-10-01,237381000000.00000,405192000000.000000,1733800000000.000000,99.00162526120270,2.74000000000000,3.18000000000000,6.25966946666667,1128.700000000000,109798000000.000000
2015-01-01,238477000000.00000,408642000000.000000,1763000000000.000000,99.18736939865340,2.45333333333333,2.54000000000000,6.17887213333333,1132.8,109606000000.000000
